,customer_id,name,age,gender,city,country,occupation,estimated_salary,registration_date,customer_segment
76,15614049,Joseph Hill,55,Male,SÅ«rat,India,technician,139161.64,2024-07-17 7:30:00,low
77,15662085,Julie Alexander,32,Female,Hechi,China,self-employed,148210.64,2024-07-04 14:43:00,low
78,15575185,Benjamin Soto,33,Male,Abidjan,CÃ´te Dâ€™Ivoire,blue-collar,194239.63,2024-07-29 14:56:00,low
79,15803136,Phillip Obrien,41,Female,BrasÃ­lia,Brazil,blue-collar,98301.61,2024-07-17 19:55:00,high value
80,15706021,Wanda Torres,34,Female,Ankara,Turkey,admin.,171413.66,2024-07-20 10:58:00,low
81,15663706,Brad Allen,32,Female,Monterrey,Mexico,services,136458.19,2024-07-08 9:18:00,high value
82,15641732,Michael Warner,36,Female,Yokohama,Japan,blue-collar,26019.59,2024-07-07 1:31:00,low
83,15701164,Taylor Coleman,34,Female,Nanjing,China,technician,159235.29,2024-07-30 1:20:00,low
84,15738751,Ricky Larson,46,Female,MontrÃ©al,Canada,admin.,1907.66,2024-07-03 11:25:00,low
85,15805254,Kathryn Snyder,75,Female,Guiyang,China,technician,114675.75,2024-07-11 10:44:00,low
86,15762418,Darryl Craig,22,Male,Recife,Brazil,management,128643.35,2024-07-22 18:17:00,high value
87,15625759,Jessica Ramirez,30,Male,Seattle,United States,technician,151869.35,2024-07-21 6:54:00,high value
88,15622897,Frank Garcia,46,Female,Harbin,China,blue-collar,93251.42,2024-07-22 0:21:00,high value
89,15767954,Krista Gibson,28,Female,San Francisco,United States,management,156791.36,2024-07-26 9:39:00,low
90,15757535,Kimberly Gutierrez,44,Female,Fortaleza,Brazil,admin.,174205.22,2024-07-26 6:06:00,low
91,15731511,Christina Dunn,45,Male,Zhangzhou,China,blue-collar,147132.46,2024-07-03 15:04:00,high value
92,15809248,Cynthia Moore,36,Female,Detroit,United States,admin.,109614.57,2024-07-07 9:55:00,high value
93,15640635,Brittany Cantu,29,Male,Salvador,Brazil,blue-collar,172290.61,2024-07-22 12:51:00,low
94,15676966,Juan Reyes,42,Male,Busan,"Korea, South",services,85982.47,2024-07-19 4:48:00,medium
95,15699461,Aaron Barber,35,Male,Johannesburg,South Africa,management,121277.78,2024-07-01 5:03:00,low
96,15738721,Kimberly Gibson,41,Male,Berlin,Germany,technician,64595.25,2024-07-23 4:01:00,high value
97,15693683,Patrick Thornton,29,Male,Algiers,Algeria,technician,197276.13,2024-07-26 8:22:00,medium
98,15604348,Leslie Kane,22,Male,Rome,Italy,blue-collar,99645.04,2024-07-05 12:36:00,medium
99,15633059,Matthew Moore,34,Male,Pyongyang,"Korea, North",blue-collar,6534.18,2024-07-18 7:21:00,low
100,15808582,Sarah Phelps,40,Female,MedellÃ­n,Colombia,services,161848.03,2024-07-21 8:21:00,high value
101,15743192,Michael Mitchell,44,Female,Kabul,Afghanistan,blue-collar,167162.43,2024-07-13 2:55:00,low
102,15580146,Michael Berger,31,Male,Athens,Greece,blue-collar,41970.72,2024-07-08 7:56:00,medium
103,15776605,Joseph Knight,36,Male,Nagoya,Japan,services,60536.56,2024-07-22 4:32:00,low
104,15804919,Mr. David Little MD,65,Female,Cape Town,South Africa,technician,177655.68,2024-07-24 21:58:00,low
105,15613854,Victoria Evans,46,Female,San Diego,United States,admin.,30984.59,2024-07-21 3:13:00,high value
106,15599195,Ashley James,32,Male,Changchun,China,technician,10054.53,2024-07-29 12:44:00,high value
107,15812878,Keith Jennings,36,Female,Casablanca,Morocco,blue-collar,36976.52,2024-07-15 8:31:00,high value
108,15602312,Connor King,33,Male,Dalian,China,blue-collar,71862.79,2024-07-01 11:01:00,medium
109,15744689,Jacob Anderson,35,Male,Cawnpore,India,blue-collar,99449.86,2024-07-11 10:50:00,low
110,15803526,Sherri Diaz,30,Male,Kano,Nigeria,blue-collar,63082.88,2024-07-30 10:02:00,low
111,15665790,Julie Jones,39,Male,Tel Aviv-Yafo,Israel,blue-collar,27231.26,2024-07-07 18:36:00,medium
112,15715951,James Baker,42,Male,Addis Ababa,Ethiopia,technician,86797.41,2024-07-27 23:48:00,medium
113,15591100,David Johnson,36,Male,Curitiba,Brazil,management,22994.32,2024-07-16 15:25:00,medium
114,15609618,Elizabeth Ortiz,28,Male,Zibo,China,blue-collar,101300.94,2024-07-26 21:02:00,high value
115,15675522,Stephen Taylor,30,Female,Jeddah,Saudi Arabia,technician,74169.13,2024-07-04 3:31:00,low
116,15705512,Mary Bass,37,Female,Nairobi,Kenya,blue-collar,115638.29,2024-07-16 10:15:00,low
117,15698028,Jeremy Young,41,Female,Hangzhou,China,management,31766.3,2024-07-20 22:27:00,medium
118,15661670,Walter Rush,31,Female,Benoni,South Africa,technician,199725.39,2024-07-15 9:20:00,medium
119,15600781,Cameron Cunningham,34,Male,Caracas,Venezuela,retired,120834.48,2024-07-04 18:13:00,low
120,15682472,Rachel Carlson,34,Male,Milan,Italy,technician,38131.77,2024-07-27 11:58:00,low
121,15580203,Ashley Delacruz,39,Male,Stuttgart,Germany,technician,100130.95,2024-07-09 21:32:00,medium
122,15690673,Derek Martinez,39,Female,Kunming,China,technician,141069.88,2024-07-30 10:14:00,low
123,15760085,Ashley Gordon,48,Female,Dar es Salaam,Tanzania,blue-collar,198129.36,2024-07-13 21:23:00,low
124,15779659,John Morales,28,Female,Minneapolis,United States,blue-collar,183646.41,2024-07-29 19:56:00,low
125,15627360,Ana Hill,42,Male,Jaipur,India,blue-collar,110265.24,2024-07-24 9:25:00,low
126,15671137,Annette Miles,52,Female,Taiyuan,China,self-employed,8636.05,2024-07-29 23:15:00,high value
127,15782688,Jennifer Blair,56,Male,Frankfurt,Germany,blue-collar,46824.08,2024-07-08 7:52:00,low
128,15575492,Ronald Davis,41,Female,Qingdao,China,blue-collar,171378.77,2024-07-16 4:52:00,low
129,15591607,Meagan Jenkins,24,Male,Surabaya,Indonesia,admin.,167256.35,2024-07-09 13:07:00,medium
130,15740404,Kenneth Lewis,34,Female,Lisbon,Portugal,blue-collar,124226.16,2024-07-26 16:05:00,medium
131,15718369,Donald Perez,33,Female,Tampa,United States,management,114935.21,2024-07-26 23:32:00,low
132,15677871,Donald Farmer,38,Male,Jinan,China,blue-collar,35608.88,2024-07-05 4:23:00,high value
133,15642004,Patrick Bonilla,25,Male,Fukuoka,Japan,blue-collar,16459.37,2024-07-23 10:25:00,low
134,15712543,Eric Nguyen,39,Male,Campinas,Brazil,technician,124411.08,2024-07-23 19:44:00,low
135,15584518,Karla Ramos,50,Female,Denver,United States,technician,34941.23,2024-07-28 10:29:00,low
136,15802381,Michael Watkins,34,Female,Kaohsiung,Taiwan,services,167784.28,2024-07-19 15:04:00,low
137,15610156,Daniel Taylor,40,Male,Quezon City,Philippines,blue-collar,93165.34,2024-07-12 8:33:00,low
138,15594408,James Padilla,48,Female,Katowice,Poland,self-employed,75161.25,2024-07-16 10:22:00,low
139,15640905,Shannon Johnston,35,Female,Aleppo,Syria,admin.,8590.83,2024-07-25 11:15:00,medium
140,15698932,Frederick Solis,44,Male,Durban,South Africa,blue-collar,189543.9,2024-07-28 6:34:00,low
141,15724944,Kevin Warren,34,Male,Kyiv,Ukraine,management,180427.24,2024-07-03 20:56:00,low
142,15628145,Mark Schmidt,43,Female,Lucknow,India,admin.,193318.33,2024-07-17 7:28:00,high value
143,15713483,Craig Morrison,52,Male,Giza,Egypt,admin.,159123.82,2024-07-01 3:29:00,low
144,15612350,Thomas Cunningham,31,Female,Zhengzhou,China,management,126213.84,2024-07-20 13:53:00,medium
145,15800703,Mark Hogan,21,Female,Taichung,Taiwan,services,54141.5,2024-07-10 2:02:00,medium
146,15705707,Ronald Jones,29,Female,Brooklyn,United States,blue-collar,141075.51,2024-07-12 16:22:00,medium
147,15754105,Nancy Williams,37,Male,Ibadan,Nigeria,services,24495.03,2024-07-15 6:58:00,high value
148,15703264,Robert Monroe,44,Male,Faisalabad,Pakistan,retired,74836.34,2024-07-04 21:47:00,low
149,15794413,Kelly Bishop MD,32,Male,Fuzhou,China,entrepreneur,878.87,2024-07-28 7:06:00,low
150,15650237,Brandon Gregory,32,Female,Changsha,China,admin.,89520.75,2024-07-02 1:54:00,high value
151,15759618,Sydney Collins,48,Female,Dakar,Senegal,admin.,149892.79,2024-07-10 18:38:00,low
152,15811589,Erin Anderson,42,Male,Ä°zmir,Turkey,blue-collar,180800.42,2024-07-27 3:13:00,low
153,15689044,Trevor Peterson,37,Male,Xiangtan,China,services,98646.22,2024-07-09 14:52:00,high value
154,15709368,Ashley Wise,43,Female,Lanzhou,China,management,109041.53,2024-07-05 9:33:00,low
155,15679145,Michael Weber,57,Male,Incheon,"Korea, South",management,17941.16,2024-07-06 10:00:00,high value
156,15655007,Lisa Goodwin,33,Female,Sapporo,Japan,technician,82996.47,2024-07-10 9:28:00,high value
157,15623595,Travis Joyce,28,Female,Xiamen,China,services,92067.35,2024-07-01 10:12:00,low
158,15589975,Ruth Solis,73,Female,Guayaquil,Ecuador,self-employed,104719.66,2024-07-26 15:07:00,medium
159,15804017,Michelle Black,33,Female,George Town,Malaysia,management,112687.57,2024-07-13 4:23:00,high value
160,15692132,Jeffrey Potts,22,Female,Mashhad,Iran,services,84699.56,2024-07-30 5:14:00,medium
161,15641122,Jonathan Young,30,Male,Damascus,Syria,management,83473.82,2024-07-20 11:34:00,medium
162,15630910,Brenda Mitchell,49,Female,Daegu,"Korea, South",student,47125.11,2024-07-23 15:38:00,high value
163,15680772,Bobby Scott,36,Female,NÄgpur,India,entrepreneur,106977.8,2024-07-01 11:55:00,medium
164,15658929,Cynthia Martinez,29,Male,Lianshan,China,blue-collar,55582.54,2024-07-10 18:52:00,high value
165,15585388,Kathryn Herrera,31,Male,Shijiazhuang,China,admin.,139874.43,2024-07-06 12:51:00,high value
166,15724623,Kenneth Lopez,24,Female,Tunis,Tunisia,blue-collar,162503.48,2024-07-14 16:42:00,medium
167,15588537,Katie Smith,41,Female,Vienna,Austria,unemployed,196499.96,2024-07-16 22:49:00,high value
168,15574692,Austin Allen,39,Female,Jilin,China,blue-collar,40721.24,2024-07-13 10:16:00,high value
169,15611325,Robin Thompson,24,Male,Omdurman,Sudan,technician,53134.3,2024-07-04 8:50:00,low
170,15587562,Terri Johnson,29,Female,Bandung,Indonesia,management,164017.89,2024-07-04 11:55:00,low
171,15613172,Virginia Daniels,27,Male,Bekasi,Indonesia,admin.,155996.96,2024-07-21 1:50:00,low
172,15651022,Evelyn Martinez,44,Male,Mannheim,Germany,blue-collar,5472.7,2024-07-05 8:41:00,medium
173,15586310,Kathleen Jimenez,30,Male,Nanchang,China,blue-collar,112187.11,2024-07-01 5:01:00,high value
174,15625524,Catherine Carter MD,40,Male,Wenzhou,China,management,146457.83,2024-07-06 0:38:00,low
175,15755209,Jeremy West,35,Female,Queens,United States,blue-collar,27286.1,2024-07-22 12:46:00,medium
176,15645248,Mark Cox,30,Female,Vancouver,Canada,blue-collar,130553.47,2024-07-20 0:11:00,medium
177,15790355,Richard Diaz,36,Male,Birmingham,United Kingdom,management,179351.89,2024-07-17 3:54:00,medium
178,15762615,Jacqueline Hines,40,Female,Cali,Colombia,technician,94774.12,2024-07-23 23:49:00,medium
179,15625426,Brian Fitzgerald,55,Female,Naples,Italy,blue-collar,8080.85,2024-07-28 13:53:00,high value
180,15716334,Cindy Carr,45,Female,Sendai,Japan,management,19482.5,2024-07-29 0:08:00,low
181,15789669,Jill Miller,65,Male,Manchester,United Kingdom,management,48071.61,2024-07-03 16:49:00,low
182,15621075,Tammy Little,45,Female,Puebla,Mexico,admin.,174531.27,2024-07-01 22:15:00,medium
183,15810845,Allison Spencer,42,Male,Tripoli,Libya,services,55470.78,2024-07-13 3:12:00,high value
184,15719377,James Love,50,Female,Tashkent,Uzbekistan,unemployed,8546.87,2024-07-25 3:49:00,medium
185,15654506,Joanna Frazier,32,Male,Havana,Cuba,management,95857.18,2024-07-05 9:23:00,high value
186,15771977,Sheena Guerra,39,Female,Gaoping,China,technician,194945.8,2024-07-03 18:16:00,high value
187,15708710,Todd Jacobson,37,Female,Baltimore,United States,technician,131521.72,2024-07-12 12:38:00,medium
188,15726676,Joseph Shaw,30,Male,Nanning,China,services,196108.51,2024-07-18 17:39:00,medium
189,15587421,Lisa Kirby,34,Female,BelÃ©m,Brazil,unemployed,148564.76,2024-07-17 22:51:00,high value
190,15726931,Daniel Armstrong,41,Female,Patna,India,blue-collar,92982.61,2024-07-30 17:37:00,high value
191,15771086,Dr. Michael Evans,36,Female,Santo Domingo,Dominican Republic,technician,17675.36,2024-07-11 10:25:00,high value
192,15756850,Lawrence Edwards,40,Male,ÃœrÃ¼mqi,China,blue-collar,114996.43,2024-07-23 6:51:00,high value
193,15702741,Ashley Allen,32,Male,Zaozhuang,China,management,86957.42,2024-07-21 16:24:00,high value
194,15679200,Sharon Barnes,29,Male,Baku,Azerbaijan,management,128077.8,2024-07-24 0:10:00,low
195,15594815,Mr. Jonathan Parker Jr.,35,Male,Accra,Ghana,technician,600.36,2024-07-28 16:31:00,medium
196,15635905,Douglas Harper,32,Female,Yantai,China,unemployed,43001.46,2024-07-24 2:27:00,high value
197,15777892,Monica Gallagher,37,Male,Medan,Indonesia,management,158591.12,2024-07-19 22:54:00,low
198,15656176,James Cole,57,Male,Santa Cruz,Bolivia,entrepreneur,47847.19,2024-07-04 0:38:00,low
199,15811127,William Grant,35,Male,Tongshan,China,blue-collar,10488.44,2024-07-02 22:59:00,low
200,15604482,Andrew Reeves,30,Male,Riverside,United States,management,5978.2,2024-07-03 18:29:00,medium
201,15622911,Emily Long,42,Male,Linyi,China,services,121409.06,2024-07-24 10:52:00,medium
202,15600974,Elizabeth Cabrera,50,Male,St. Louis,United States,blue-collar,146145.93,2024-07-19 23:19:00,medium
203,15727868,Molly Watts,38,Female,Las Vegas,United States,services,14374.86,2024-07-14 8:16:00,medium
204,15627801,Carolyn Fuller,33,Male,Maracaibo,Venezuela,technician,94670.77,2024-07-30 18:06:00,low
205,15773039,Jeremy Barnes,37,Male,Kuwait City,Kuwait,services,179670.31,2024-07-29 12:13:00,medium
206,15755262,Nancy Brown,41,Female,Ad DammÄm,Saudi Arabia,management,199304.74,2024-07-16 10:32:00,medium
207,15679531,Emily Thompson,34,Male,Portland,United States,management,151954.39,2024-07-02 18:20:00,medium
208,15684181,Edwin David,45,Male,Haikou,China,blue-collar,142513.5,2024-07-30 9:17:00,low
209,15612087,Timothy Pope,45,Male,Hiroshima,Japan,blue-collar,158264.62,2024-07-28 10:17:00,high value
210,15752047,Regina Roberts,33,Male,Baotou,China,technician,169381.9,2024-07-09 20:36:00,medium
211,15624592,Cindy Clayton,31,Male,Hefei,China,blue-collar,169915.02,2024-07-11 10:28:00,medium
212,15573152,Cynthia Williams,41,Female,Indore,India,blue-collar,88852.47,2024-07-15 22:51:00,medium
213,15594917,Ashlee Townsend,34,Female,GoiÃ¢nia,Brazil,management,40645.81,2024-07-03 22:59:00,high value
214,15785542,Curtis Maynard,26,Male,Sanaa,Yemen,technician,60427.3,2024-07-25 1:44:00,high value
215,15723488,Parker Jefferson,47,Male,San Antonio,United States,unemployed,157959.02,2024-07-27 13:10:00,low
216,15680920,Paul Brennan,46,Male,Port-au-Prince,Haiti,self-employed,133007.34,2024-07-01 21:22:00,medium
217,15786308,William Mitchell,33,Female,Haiphong,Vietnam,entrepreneur,176576.62,2024-07-07 16:37:00,high value
218,15659366,Brian Martin,43,Male,Suzhou,China,management,34888.04,2024-07-05 15:15:00,medium
219,15774854,Laura Todd,54,Male,Nanyang,China,services,28737.71,2024-07-22 19:30:00,medium
220,15725311,James Davis,31,Female,Bucharest,Romania,services,98178.57,2024-07-27 11:39:00,low
221,15787155,Jeremy Adams,30,Male,Ningbo,China,management,125010.24,2024-07-14 1:07:00,low
222,15727829,Amy Wilson,42,Male,Douala,Cameroon,blue-collar,167984.61,2024-07-17 21:09:00,medium
223,15733247,Teresa Richardson,33,Male,Tangshan,China,blue-collar,4861.72,2024-07-21 20:34:00,medium
224,15568748,Lisa Perry,45,Male,Tainan,Taiwan,admin.,108872.45,2024-07-19 17:32:00,medium
225,15699029,Angela Griffin,37,Male,Xiping,China,technician,198252.88,2024-07-05 1:18:00,medium
226,15774393,Christina Herrera,30,Female,AsunciÃ³n,Paraguay,management,26960.31,2024-07-22 5:44:00,high value
227,15676895,Katherine Nolan,39,Female,Saidu Sharif,Pakistan,admin.,85746.52,2024-07-07 6:55:00,medium
228,15637753,Anthony Ford,50,Male,Brisbane,Australia,services,77206.25,2024-07-17 21:06:00,medium
229,15605461,Amber Cooper,29,Female,Rawalpindi,Pakistan,blue-collar,61048.53,2024-07-16 3:12:00,low
230,15808473,Randy Cannon,72,Male,Sacramento,United States,blue-collar,111981.19,2024-07-23 8:56:00,high value
231,15627000,Victor Baxter,40,Male,Beirut,Lebanon,management,62232.6,2024-07-30 4:29:00,high value
232,15787174,Cameron Irwin,37,Female,San Jose,United States,management,156105.03,2024-07-01 23:33:00,low
233,15723886,James Hall,20,Male,Minsk,Belarus,services,150135.38,2024-07-28 1:48:00,high value
234,15704769,Matthew Mendez,67,Female,KyÅto,Japan,self-employed,93146.11,2024-07-07 5:42:00,high value
235,15772896,Shelby Sanchez,42,Male,Barranquilla,Colombia,blue-collar,33462.94,2024-07-26 10:10:00,medium
236,15711540,Donna Cabrera,29,Female,Orlando,United States,admin.,144375.0,2024-07-24 11:32:00,medium
237,15764866,Ms. Jennifer Hill,43,Female,Shuyangzha,China,blue-collar,55803.96,2024-07-15 9:55:00,high value
238,15794056,Megan Floyd,46,Female,Valencia,Venezuela,retired,89048.46,2024-07-29 3:17:00,high value
239,15795149,Joshua Allen,28,Male,Hamburg,Germany,entrepreneur,162812.16,2024-07-03 15:14:00,high value
240,15812009,Tracy Grant,38,Male,Vadodara,India,entrepreneur,136259.65,2024-07-06 7:14:00,medium
241,15651001,Sarah Davis,39,Female,Manaus,Brazil,management,124052.97,2024-07-02 13:18:00,medium
242,15813844,Laurie Powers,37,Male,Shangqiu,China,admin.,74158.8,2024-07-01 10:09:00,medium
243,15596175,Colton Figueroa,67,Male,Wuxi,China,blue-collar,45071.09,2024-07-03 9:20:00,medium
244,15576269,Douglas Owens,34,Male,Palembang,Indonesia,management,62030.06,2024-07-07 16:41:00,medium
245,15797219,William Harrison,40,Female,Brussels,Belgium,services,131953.23,2024-07-20 3:47:00,high value
246,15685500,Connie Thomas,26,Male,Essen,Germany,housemaid,79414.0,2024-07-18 12:57:00,high value
247,15599792,David Hudson,26,Female,Cleveland,United States,blue-collar,199638.56,2024-07-04 21:10:00,high value
248,15657566,Maria Henry,24,Male,Bhopal,India,housemaid,157577.29,2024-07-03 4:20:00,medium
249,15772423,Thomas Weaver DDS,54,Male,Hohhot,China,housemaid,134420.75,2024-07-05 6:38:00,medium
250,15628112,Mark Jones,36,Female,Pittsburgh,United States,self-employed,99805.99,2024-07-11 0:22:00,high value
251,15753754,Mary Jensen,34,Female,Luoyang,China,technician,97932.68,2024-07-06 8:41:00,high value
252,15793726,Alan Bowen,79,Female,Santos,Brazil,blue-collar,170968.99,2024-07-25 7:33:00,medium
253,15694717,Daisy Harvey,37,Male,Jingling,China,blue-collar,57558.95,2024-07-30 19:29:00,medium
254,15665834,Judy Sanchez,28,Male,Warsaw,Poland,technician,176713.47,2024-07-11 12:39:00,medium
255,15765297,James Tran,41,Male,Rabat,Morocco,admin.,34283.23,2024-07-30 12:04:00,low
